_unit_id,_worker_id,video1_score,video2_score,video1_fname,video2_fname
3483613066,46547473,score_2,score_4,3AzacBprTzU_output_04_3.mp4,3AzacBprTzU_output_04_5.mp4
3483613067,47310381,score_5,score_3,1ssmAAcX5u8_output_05_1.mp4,1ssmAAcX5u8_output_05_4.mp4
3483613067,45610150,score_4,score_1,1ssmAAcX5u8_output_05_1.mp4,1ssmAAcX5u8_output_05_4.mp4
3483613067,47100814,score_4,score_3,1ssmAAcX5u8_output_05_1.mp4,1ssmAAcX5u8_output_05_4.mp4
3483613068,47240154,score_5,score_3,2rW2I6KmWhw_output_08_5.mp4,2rW2I6KmWhw_output_08_2.mp4
3483613068,46547473,score_3,score_5,2rW2I6KmWhw_output_08_5.mp4,2rW2I6KmWhw_output_08_2.mp4
3483613068,46140125,score_5,score_5,2rW2I6KmWhw_output_08_5.mp4,2rW2I6KmWhw_output_08_2.mp4
3483613069,47100814,score_4,score_1,3LiCT1BSrgQ_output_05_7.mp4,3LiCT1BSrgQ_output_06_0.mp4
3483613069,46140125,score_3,score_1,3LiCT1BSrgQ_output_05_7.mp4,3LiCT1BSrgQ_output_06_0.mp4
3483613069,46140132,score_5,score_1,3LiCT1BSrgQ_output_05_7.mp4,3LiCT1BSrgQ_output_06_0.mp4
3496276707,46579189,score_5,score_5,_TniryQZy0s_output_02_4.mp4,_TniryQZy0s_output_09_1.mp4
3496276707,46460046,score_4,score_5,_TniryQZy0s_output_02_4.mp4,_TniryQZy0s_output_09_1.mp4
3496276707,46112354,score_3,score_4,_TniryQZy0s_output_02_4.mp4,_TniryQZy0s_output_09_1.mp4
3483613071,47116786,score_4,score_3,0x9TnOQ5Nhw_output_08_0.mp4,0x9TnOQ5Nhw_output_08_6.mp4
3483613071,46267663,score_2,score_2,0x9TnOQ5Nhw_output_08_0.mp4,0x9TnOQ5Nhw_output_08_6.mp4
3483613071,47111865,score_3,score_2,0x9TnOQ5Nhw_output_08_0.mp4,0x9TnOQ5Nhw_output_08_6.mp4
3483613072,47100814,score_3,score_2,-3YWuPXHknk_output_03_1.mp4,-3YWuPXHknk_output_09_6.mp4
3483613072,46140132,score_5,score_4,-3YWuPXHknk_output_03_1.mp4,-3YWuPXHknk_output_09_6.mp4
3483613072,47240154,score_4,score_3,-3YWuPXHknk_output_03_1.mp4,-3YWuPXHknk_output_09_6.mp4
3483613073,47083871,score_1,score_1,2Wk4Y3_dMuc_output_01_2.mp4,2Wk4Y3_dMuc_output_09_0.mp4
3483613073,47078602,score_4,score_1,2Wk4Y3_dMuc_output_01_2.mp4,2Wk4Y3_dMuc_output_09_0.mp4
3483613073,45610150,score_1,score_2,2Wk4Y3_dMuc_output_01_2.mp4,2Wk4Y3_dMuc_output_09_0.mp4
3496277511,47052067,score_5,score_4,_vudBMe0eDo_output_08_3.mp4,_vudBMe0eDo_output_08_4.mp4
3496277511,47314674,score_4,score_4,_vudBMe0eDo_output_08_3.mp4,_vudBMe0eDo_output_08_4.mp4
3496277511,47314672,score_4,score_2,_vudBMe0eDo_output_08_3.mp4,_vudBMe0eDo_output_08_4.mp4
3483613075,46140125,score_1,score_4,1ssmAAcX5u8_output_03_8.mp4,1ssmAAcX5u8_output_08_9.mp4
3483613075,47100814,score_1,score_3,1ssmAAcX5u8_output_03_8.mp4,1ssmAAcX5u8_output_08_9.mp4
3483613075,47111865,score_1,score_5,1ssmAAcX5u8_output_03_8.mp4,1ssmAAcX5u8_output_08_9.mp4
3490154497,46267663,score_2,score_2,0yTfnhm-Ny0_output_07_9.mp4,0yTfnhm-Ny0_output_07_5.mp4
3490154497,46267663,score_2,score_2,0yTfnhm-Ny0_output_07_9.mp4,0yTfnhm-Ny0_output_07_5.mp4
3490154497,46267663,score_2,score_2,0yTfnhm-Ny0_output_07_9.mp4,0yTfnhm-Ny0_output_07_5.mp4
3490153268,46267622,score_4,score_4,2zvRxVypSC8_output_01_4.mp4,2zvRxVypSC8_output_01_7.mp4
3490153268,46267622,score_4,score_4,2zvRxVypSC8_output_01_4.mp4,2zvRxVypSC8_output_01_7.mp4
3490153268,46267622,score_4,score_4,2zvRxVypSC8_output_01_4.mp4,2zvRxVypSC8_output_01_7.mp4
3483613079,46995204,score_5,score_4,_Kqp53S6kuA_output_08_8.mp4,_Kqp53S6kuA_output_09_4.mp4
3483613079,45650746,score_4,score_3,_Kqp53S6kuA_output_08_8.mp4,_Kqp53S6kuA_output_09_4.mp4
3483613079,47078602,score_5,score_5,_Kqp53S6kuA_output_08_8.mp4,_Kqp53S6kuA_output_09_4.mp4
3483613080,47111865,score_1,score_2,1YRhxCXCM0o_output_05_7.mp4,1YRhxCXCM0o_output_05_0.mp4
3483613080,47310444,score_3,score_4,1YRhxCXCM0o_output_05_7.mp4,1YRhxCXCM0o_output_05_0.mp4
3483613080,47310381,score_2,score_3,1YRhxCXCM0o_output_05_7.mp4,1YRhxCXCM0o_output_05_0.mp4
3496277612,46212077,score_3,score_4,2qg5P9IJ_9U_output_03_9.mp4,2qg5P9IJ_9U_output_03_2.mp4
3496277612,47321651,score_4,score_4,2qg5P9IJ_9U_output_03_9.mp4,2qg5P9IJ_9U_output_03_2.mp4
3496277612,46859529,score_5,score_5,2qg5P9IJ_9U_output_03_9.mp4,2qg5P9IJ_9U_output_03_2.mp4
3490153269,47240154,score_1,score_4,1D4LxbOVn1I_output_06_7.mp4,1D4LxbOVn1I_output_06_3.mp4
3490153269,47240154,score_1,score_4,1D4LxbOVn1I_output_06_7.mp4,1D4LxbOVn1I_output_06_3.mp4
3490153269,47240154,score_1,score_4,1D4LxbOVn1I_output_06_7.mp4,1D4LxbOVn1I_output_06_3.mp4
3483613084,46140125,score_3,score_1,1FnA3w94zXI_output_04_7.mp4,1FnA3w94zXI_output_04_9.mp4
3483613084,46140132,score_4,score_5,1FnA3w94zXI_output_04_7.mp4,1FnA3w94zXI_output_04_9.mp4
3483613084,47078602,score_3,score_1,1FnA3w94zXI_output_04_7.mp4,1FnA3w94zXI_output_04_9.mp4
3483613085,45650746,score_4,score_1,0hOD_iIeePk_output_06_7.mp4,0hOD_iIeePk_output_06_0.mp4
3483613085,47083871,score_3,score_1,0hOD_iIeePk_output_06_7.mp4,0hOD_iIeePk_output_06_0.mp4
3483613085,47310381,score_4,score_1,0hOD_iIeePk_output_06_7.mp4,0hOD_iIeePk_output_06_0.mp4
3490154498,47310444,score_3,score_3,_w7IRavHAIA_output_04_8.mp4,_w7IRavHAIA_output_05_2.mp4
3490154498,47310444,score_3,score_3,_w7IRavHAIA_output_04_8.mp4,_w7IRavHAIA_output_05_2.mp4
3490154498,47310444,score_3,score_3,_w7IRavHAIA_output_04_8.mp4,_w7IRavHAIA_output_05_2.mp4
3483613088,47278508,score_1,score_3,3OSOrymuA6A_output_05_9.mp4,3OSOrymuA6A_output_09_0.mp4
3483613088,46267622,score_1,score_1,3OSOrymuA6A_output_05_9.mp4,3OSOrymuA6A_output_09_0.mp4
3483613088,47116786,score_1,score_3,3OSOrymuA6A_output_05_9.mp4,3OSOrymuA6A_output_09_0.mp4
3483613089,46140125,score_4,score_5,0bO6DhC2tlU_output_01_7.mp4,0bO6DhC2tlU_output_01_3.mp4
3483613089,46995204,score_5,score_5,0bO6DhC2tlU_output_01_7.mp4,0bO6DhC2tlU_output_01_3.mp4
3483613089,46267663,score_4,score_5,0bO6DhC2tlU_output_01_7.mp4,0bO6DhC2tlU_output_01_3.mp4
3483613090,47240154,score_3,score_5,1FnA3w94zXI_output_02_8.mp4,1FnA3w94zXI_output_04_4.mp4
3483613090,45610150,score_1,score_5,1FnA3w94zXI_output_02_8.mp4,1FnA3w94zXI_output_04_4.mp4
3483613090,46943916,score_2,score_2,1FnA3w94zXI_output_02_8.mp4,1FnA3w94zXI_output_04_4.mp4
3483613091,46140125,score_4,score_1,1L1iOYth3-E_output_02_0.mp4,1L1iOYth3-E_output_02_6.mp4
3483613091,45650746,score_4,score_4,1L1iOYth3-E_output_02_0.mp4,1L1iOYth3-E_output_02_6.mp4
3483613091,47240154,score_5,score_4,1L1iOYth3-E_output_02_0.mp4,1L1iOYth3-E_output_02_6.mp4
3483613092,46140125,score_1,score_5,1ZS9EQzbAbM_output_01_1.mp4,1ZS9EQzbAbM_output_01_7.mp4
3483613092,45610150,score_3,score_4,1ZS9EQzbAbM_output_01_1.mp4,1ZS9EQzbAbM_output_01_7.mp4
3483613092,47100814,score_3,score_5,1ZS9EQzbAbM_output_01_1.mp4,1ZS9EQzbAbM_output_01_7.mp4
3483613093,45610150,score_1,score_1,0bO6DhC2tlU_output_01_0.mp4,0bO6DhC2tlU_output_06_3.mp4
3483613093,46140125,score_1,score_1,0bO6DhC2tlU_output_01_0.mp4,0bO6DhC2tlU_output_06_3.mp4
3483613093,47227806,score_4,score_1,0bO6DhC2tlU_output_01_0.mp4,0bO6DhC2tlU_output_06_3.mp4
3496276708,47321651,score_3,score_2,0CA5CPHRXDc_output_04_7.mp4,0CA5CPHRXDc_output_06_2.mp4
3496276708,46123564,score_4,score_1,0CA5CPHRXDc_output_04_7.mp4,0CA5CPHRXDc_output_06_2.mp4
3496276708,47315122,score_2,score_1,0CA5CPHRXDc_output_04_7.mp4,0CA5CPHRXDc_output_06_2.mp4
3490153270,46140125,score_4,score_4,0OhqyNGlJYE_output_08_4.mp4,0OhqyNGlJYE_output_08_9.mp4
3490153270,46140125,score_4,score_4,0OhqyNGlJYE_output_08_4.mp4,0OhqyNGlJYE_output_08_9.mp4
3490153270,46140125,score_4,score_4,0OhqyNGlJYE_output_08_4.mp4,0OhqyNGlJYE_output_08_9.mp4
3483613096,47116786,score_2,score_3,__uEjp7_UDw_output_07_4.mp4,__uEjp7_UDw_output_07_9.mp4
3483613096,46943916,score_3,score_4,__uEjp7_UDw_output_07_4.mp4,__uEjp7_UDw_output_07_9.mp4
3483613096,47078602,score_3,score_4,__uEjp7_UDw_output_07_4.mp4,__uEjp7_UDw_output_07_9.mp4
3483613097,46267663,score_4,score_3,_TniryQZy0s_output_05_0.mp4,_TniryQZy0s_output_05_3.mp4
3483613097,47240154,score_5,score_3,_TniryQZy0s_output_05_0.mp4,_TniryQZy0s_output_05_3.mp4
3483613097,46140132,score_4,score_2,_TniryQZy0s_output_05_0.mp4,_TniryQZy0s_output_05_3.mp4
3490153271,46638364,score_1,score_4,3LiCT1BSrgQ_output_01_2.mp4,3LiCT1BSrgQ_output_02_9.mp4
3490153271,46638364,score_1,score_4,3LiCT1BSrgQ_output_01_2.mp4,3LiCT1BSrgQ_output_02_9.mp4
3490153271,46638364,score_1,score_4,3LiCT1BSrgQ_output_01_2.mp4,3LiCT1BSrgQ_output_02_9.mp4
3483613099,46140125,score_3,score_5,2uMXfAIMeN0_output_02_2.mp4,2uMXfAIMeN0_output_09_9.mp4
3483613099,46140132,score_1,score_5,2uMXfAIMeN0_output_02_2.mp4,2uMXfAIMeN0_output_09_9.mp4
3483613099,45610150,score_3,score_5,2uMXfAIMeN0_output_02_2.mp4,2uMXfAIMeN0_output_09_9.mp4
3483613101,47240154,score_3,score_4,_mr2Rpuqlyw_output_07_3.mp4,_mr2Rpuqlyw_output_07_9.mp4
3483613101,46267663,score_2,score_5,_mr2Rpuqlyw_output_07_3.mp4,_mr2Rpuqlyw_output_07_9.mp4
3483613101,46943916,score_1,score_5,_mr2Rpuqlyw_output_07_3.mp4,_mr2Rpuqlyw_output_07_9.mp4
3483613102,46140132,score_4,score_4,2y7aiiaJPf8_output_06_7.mp4,2y7aiiaJPf8_output_06_9.mp4
3483613102,47227806,score_5,score_5,2y7aiiaJPf8_output_06_7.mp4,2y7aiiaJPf8_output_06_9.mp4
3483613102,46583822,score_3,score_4,2y7aiiaJPf8_output_06_7.mp4,2y7aiiaJPf8_output_06_9.mp4
3490154499,46140132,score_1,score_4,1FnA3w94zXI_output_01_0.mp4,1FnA3w94zXI_output_04_9.mp4
3490154499,46140132,score_1,score_4,1FnA3w94zXI_output_01_0.mp4,1FnA3w94zXI_output_04_9.mp4
3490154499,46140132,score_1,score_4,1FnA3w94zXI_output_01_0.mp4,1FnA3w94zXI_output_04_9.mp4
3490153272,47100814,score_4,score_3,0x9TnOQ5Nhw_output_01_8.mp4,0x9TnOQ5Nhw_output_05_1.mp4
3490153272,47100814,score_4,score_3,0x9TnOQ5Nhw_output_01_8.mp4,0x9TnOQ5Nhw_output_05_1.mp4
3490153272,47100814,score_4,score_3,0x9TnOQ5Nhw_output_01_8.mp4,0x9TnOQ5Nhw_output_05_1.mp4
3490154500,47227806,score_4,score_4,0Cu33yBwAPg_output_02_0.mp4,0Cu33yBwAPg_output_08_4.mp4
3490154500,47227806,score_4,score_4,0Cu33yBwAPg_output_02_0.mp4,0Cu33yBwAPg_output_08_4.mp4
3490154500,47227806,score_4,score_4,0Cu33yBwAPg_output_02_0.mp4,0Cu33yBwAPg_output_08_4.mp4
3483613106,47078602,score_5,score_4,0jy-sVREk4o_output_01_8.mp4,0jy-sVREk4o_output_02_1.mp4
3483613106,47240154,score_4,score_5,0jy-sVREk4o_output_01_8.mp4,0jy-sVREk4o_output_02_1.mp4
3483613106,46943916,score_4,score_5,0jy-sVREk4o_output_01_8.mp4,0jy-sVREk4o_output_02_1.mp4
3483613107,47240154,score_5,score_3,1Z4x67dhw-s_output_06_9.mp4,1Z4x67dhw-s_output_07_0.mp4
3483613107,46547473,score_3,score_2,1Z4x67dhw-s_output_06_9.mp4,1Z4x67dhw-s_output_07_0.mp4
3483613107,46267622,score_3,score_1,1Z4x67dhw-s_output_06_9.mp4,1Z4x67dhw-s_output_07_0.mp4
3496277613,46560350,score_1,score_2,1Z4x67dhw-s_output_04_7.mp4,1Z4x67dhw-s_output_04_4.mp4
3496277613,46578931,score_1,score_2,1Z4x67dhw-s_output_04_7.mp4,1Z4x67dhw-s_output_04_4.mp4
3496277613,46949593,score_3,score_3,1Z4x67dhw-s_output_04_7.mp4,1Z4x67dhw-s_output_04_4.mp4
3483613109,46140132,score_1,score_1,2__RQYoZrjI_output_05_0.mp4,2__RQYoZrjI_output_05_9.mp4
3483613109,47278508,score_3,score_1,2__RQYoZrjI_output_05_0.mp4,2__RQYoZrjI_output_05_9.mp4
3483613109,45610150,score_3,score_1,2__RQYoZrjI_output_05_0.mp4,2__RQYoZrjI_output_05_9.mp4
3490153273,46943916,score_3,score_2,2zvRxVypSC8_output_07_5.mp4,2zvRxVypSC8_output_09_9.mp4
3490153273,46943916,score_3,score_2,2zvRxVypSC8_output_07_5.mp4,2zvRxVypSC8_output_09_9.mp4
3490153273,46943916,score_3,score_2,2zvRxVypSC8_output_07_5.mp4,2zvRxVypSC8_output_09_9.mp4
3483613111,47116786,score_2,score_3,2qg5P9IJ_9U_output_03_5.mp4,2qg5P9IJ_9U_output_03_1.mp4
3483613111,46583822,score_2,score_2,2qg5P9IJ_9U_output_03_5.mp4,2qg5P9IJ_9U_output_03_1.mp4
3483613111,47278508,score_3,score_3,2qg5P9IJ_9U_output_03_5.mp4,2qg5P9IJ_9U_output_03_1.mp4
3490154501,46943916,score_2,score_1,2IEoe3YvCJo_output_06_1.mp4,2IEoe3YvCJo_output_08_8.mp4
3490154501,46943916,score_2,score_1,2IEoe3YvCJo_output_06_1.mp4,2IEoe3YvCJo_output_08_8.mp4
3490154501,46943916,score_2,score_1,2IEoe3YvCJo_output_06_1.mp4,2IEoe3YvCJo_output_08_8.mp4
3483613114,46140125,score_4,score_4,01he_d18c8o_output_02_3.mp4,01he_d18c8o_output_02_0.mp4
3483613114,47310444,score_3,score_3,01he_d18c8o_output_02_3.mp4,01he_d18c8o_output_02_0.mp4
3483613114,46995204,score_5,score_5,01he_d18c8o_output_02_3.mp4,01he_d18c8o_output_02_0.mp4
3483613115,46140132,score_4,score_4,3LiCT1BSrgQ_output_02_2.mp4,3LiCT1BSrgQ_output_07_9.mp4
3483613115,47278508,score_3,score_4,3LiCT1BSrgQ_output_02_2.mp4,3LiCT1BSrgQ_output_07_9.mp4
3483613115,45610150,score_3,score_4,3LiCT1BSrgQ_output_02_2.mp4,3LiCT1BSrgQ_output_07_9.mp4
3483613116,46140132,score_2,score_5,_TniryQZy0s_output_02_7.mp4,_TniryQZy0s_output_02_1.mp4
3483613116,47116786,score_1,score_5,_TniryQZy0s_output_02_7.mp4,_TniryQZy0s_output_02_1.mp4
3483613116,46267663,score_3,score_4,_TniryQZy0s_output_02_7.mp4,_TniryQZy0s_output_02_1.mp4
3483613117,47083871,score_5,score_1,2jKheXvnT6o_output_02_0.mp4,2jKheXvnT6o_output_04_9.mp4
3483613117,47310381,score_5,score_1,2jKheXvnT6o_output_02_0.mp4,2jKheXvnT6o_output_04_9.mp4
3483613117,46267663,score_3,score_1,2jKheXvnT6o_output_02_0.mp4,2jKheXvnT6o_output_04_9.mp4
3496277614,47314672,score_3,score_4,_4NEAgqguN0_output_05_7.mp4,_4NEAgqguN0_output_09_1.mp4
3496277614,46560350,score_1,score_4,_4NEAgqguN0_output_05_7.mp4,_4NEAgqguN0_output_09_1.mp4
3496277614,47194542,score_2,score_3,_4NEAgqguN0_output_05_7.mp4,_4NEAgqguN0_output_09_1.mp4
3483613119,46140132,score_1,score_5,2y7aiiaJPf8_output_06_2.mp4,2y7aiiaJPf8_output_06_7.mp4
3483613119,46140125,score_1,score_2,2y7aiiaJPf8_output_06_2.mp4,2y7aiiaJPf8_output_06_7.mp4
3483613119,46267663,score_1,score_2,2y7aiiaJPf8_output_06_2.mp4,2y7aiiaJPf8_output_06_7.mp4
3483613120,45610150,score_1,score_2,0Cu33yBwAPg_output_02_6.mp4,0Cu33yBwAPg_output_02_3.mp4
3483613120,46267663,score_4,score_3,0Cu33yBwAPg_output_02_6.mp4,0Cu33yBwAPg_output_02_3.mp4
3483613120,47116786,score_1,score_2,0Cu33yBwAPg_output_02_6.mp4,0Cu33yBwAPg_output_02_3.mp4
3483613121,46943916,score_5,score_3,1JHB_-LCoNA_output_02_3.mp4,1JHB_-LCoNA_output_03_6.mp4
3483613121,45610150,score_4,score_3,1JHB_-LCoNA_output_02_3.mp4,1JHB_-LCoNA_output_03_6.mp4
3483613121,47078602,score_5,score_5,1JHB_-LCoNA_output_02_3.mp4,1JHB_-LCoNA_output_03_6.mp4
3483613122,47078602,score_5,score_5,2zvRxVypSC8_output_03_6.mp4,2zvRxVypSC8_output_07_6.mp4
3483613122,45610150,score_4,score_4,2zvRxVypSC8_output_03_6.mp4,2zvRxVypSC8_output_07_6.mp4
3483613122,46583822,score_4,score_5,2zvRxVypSC8_output_03_6.mp4,2zvRxVypSC8_output_07_6.mp4
3483613123,47310444,score_1,score_1,2__RQYoZrjI_output_08_0.mp4,2__RQYoZrjI_output_08_4.mp4
3483613123,47310381,score_2,score_4,2__RQYoZrjI_output_08_0.mp4,2__RQYoZrjI_output_08_4.mp4
3483613123,47111865,score_2,score_1,2__RQYoZrjI_output_08_0.mp4,2__RQYoZrjI_output_08_4.mp4
3483613124,47078602,score_5,score_5,_Kqp53S6kuA_output_01_0.mp4,_Kqp53S6kuA_output_05_7.mp4
3483613124,46583822,score_3,score_1,_Kqp53S6kuA_output_01_0.mp4,_Kqp53S6kuA_output_05_7.mp4
3483613124,47083871,score_4,score_5,_Kqp53S6kuA_output_01_0.mp4,_Kqp53S6kuA_output_05_7.mp4
3483613125,47078602,score_4,score_5,2qagYYdOh6o_output_04_8.mp4,2qagYYdOh6o_output_04_4.mp4
3483613125,47100814,score_4,score_5,2qagYYdOh6o_output_04_8.mp4,2qagYYdOh6o_output_04_4.mp4
3483613125,45650746,score_1,score_3,2qagYYdOh6o_output_04_8.mp4,2qagYYdOh6o_output_04_4.mp4
3483613126,46995204,score_4,score_3,3OSOrymuA6A_output_05_4.mp4,3OSOrymuA6A_output_06_4.mp4
3483613126,47116786,score_4,score_1,3OSOrymuA6A_output_05_4.mp4,3OSOrymuA6A_output_06_4.mp4
3483613126,46140125,score_4,score_1,3OSOrymuA6A_output_05_4.mp4,3OSOrymuA6A_output_06_4.mp4
3483613128,47227806,score_1,score_1,0oI0BvmTLvA_output_02_1.mp4,0oI0BvmTLvA_output_02_9.mp4
3483613128,47100814,score_4,score_2,0oI0BvmTLvA_output_02_1.mp4,0oI0BvmTLvA_output_02_9.mp4
3483613128,47116786,score_4,score_1,0oI0BvmTLvA_output_02_1.mp4,0oI0BvmTLvA_output_02_9.mp4
3496277879,46560350,score_3,score_1,1YRhxCXCM0o_output_05_6.mp4,1YRhxCXCM0o_output_08_0.mp4
3496277879,46949593,score_5,score_5,1YRhxCXCM0o_output_05_6.mp4,1YRhxCXCM0o_output_08_0.mp4
3496277879,46799877,score_5,score_4,1YRhxCXCM0o_output_05_6.mp4,1YRhxCXCM0o_output_08_0.mp4
3483613130,47227806,score_5,score_5,__uEjp7_UDw_output_05_9.mp4,__uEjp7_UDw_output_05_1.mp4
3483613130,45650746,score_1,score_3,__uEjp7_UDw_output_05_9.mp4,__uEjp7_UDw_output_05_1.mp4
3483613130,47078602,score_1,score_5,__uEjp7_UDw_output_05_9.mp4,__uEjp7_UDw_output_05_1.mp4
3483613131,47116786,score_1,score_5,0CA5CPHRXDc_output_01_9.mp4,0CA5CPHRXDc_output_03_1.mp4
3483613131,45610150,score_1,score_5,0CA5CPHRXDc_output_01_9.mp4,0CA5CPHRXDc_output_03_1.mp4
3483613131,47083871,score_3,score_4,0CA5CPHRXDc_output_01_9.mp4,0CA5CPHRXDc_output_03_1.mp4
3483613133,45650746,score_4,score_4,01he_d18c8o_output_02_3.mp4,01he_d18c8o_output_03_6.mp4
3483613133,46140125,score_4,score_4,01he_d18c8o_output_02_3.mp4,01he_d18c8o_output_03_6.mp4
3483613133,46267663,score_5,score_5,01he_d18c8o_output_02_3.mp4,01he_d18c8o_output_03_6.mp4
3483613134,47116786,score_5,score_5,0xm_4yGhHjc_output_03_2.mp4,0xm_4yGhHjc_output_08_6.mp4
3483613134,46267663,score_4,score_3,0xm_4yGhHjc_output_03_2.mp4,0xm_4yGhHjc_output_08_6.mp4
3483613134,46943916,score_3,score_4,0xm_4yGhHjc_output_03_2.mp4,0xm_4yGhHjc_output_08_6.mp4
3490153274,46943916,score_4,score_4,-3nyUrKWFEE_output_01_1.mp4,-3nyUrKWFEE_output_01_8.mp4
3490153274,46943916,score_4,score_4,-3nyUrKWFEE_output_01_1.mp4,-3nyUrKWFEE_output_01_8.mp4
3490153274,46943916,score_4,score_4,-3nyUrKWFEE_output_01_1.mp4,-3nyUrKWFEE_output_01_8.mp4
3483613136,46943916,score_5,score_5,_xXjtC5N1-Q_output_03_2.mp4,_xXjtC5N1-Q_output_03_1.mp4
3483613136,47240154,score_5,score_4,_xXjtC5N1-Q_output_03_2.mp4,_xXjtC5N1-Q_output_03_1.mp4
3483613136,46267663,score_5,score_4,_xXjtC5N1-Q_output_03_2.mp4,_xXjtC5N1-Q_output_03_1.mp4
3483613137,46638364,score_2,score_2,_zYmnws40oY_output_03_8.mp4,_zYmnws40oY_output_03_2.mp4
3483613137,47078602,score_3,score_3,_zYmnws40oY_output_03_8.mp4,_zYmnws40oY_output_03_2.mp4
3483613137,47083871,score_3,score_2,_zYmnws40oY_output_03_8.mp4,_zYmnws40oY_output_03_2.mp4
3496276709,47086227,score_2,score_3,2es7oZzwLWM_output_05_3.mp4,2es7oZzwLWM_output_06_5.mp4
3496276709,47314527,score_4,score_4,2es7oZzwLWM_output_05_3.mp4,2es7oZzwLWM_output_06_5.mp4
3496276709,46635988,score_4,score_1,2es7oZzwLWM_output_05_3.mp4,2es7oZzwLWM_output_06_5.mp4
3483613139,47078602,score_5,score_1,3iSvKVoA8aM_output_04_0.mp4,3iSvKVoA8aM_output_04_9.mp4
3483613139,46943916,score_3,score_2,3iSvKVoA8aM_output_04_0.mp4,3iSvKVoA8aM_output_04_9.mp4
3483613139,47240154,score_5,score_1,3iSvKVoA8aM_output_04_0.mp4,3iSvKVoA8aM_output_04_9.mp4
3496277512,47315123,score_4,score_5,2bYyywE97aA_output_04_5.mp4,2bYyywE97aA_output_04_0.mp4
3496277512,47052067,score_4,score_5,2bYyywE97aA_output_04_5.mp4,2bYyywE97aA_output_04_0.mp4
3496277512,47314672,score_4,score_5,2bYyywE97aA_output_04_5.mp4,2bYyywE97aA_output_04_0.mp4
3483613141,45650746,score_4,score_3,1F23RciUwDE_output_02_0.mp4,1F23RciUwDE_output_06_8.mp4
3483613141,47240154,score_3,score_4,1F23RciUwDE_output_02_0.mp4,1F23RciUwDE_output_06_8.mp4
3483613141,46995204,score_5,score_3,1F23RciUwDE_output_02_0.mp4,1F23RciUwDE_output_06_8.mp4
3496277881,47315122,score_2,score_4,1D4LxbOVn1I_output_02_6.mp4,1D4LxbOVn1I_output_07_9.mp4
3496277881,47314672,score_3,score_2,1D4LxbOVn1I_output_02_6.mp4,1D4LxbOVn1I_output_07_9.mp4
3496277881,47321651,score_4,score_3,1D4LxbOVn1I_output_02_6.mp4,1D4LxbOVn1I_output_07_9.mp4
3483613143,46140132,score_5,score_2,2uMXfAIMeN0_output_01_3.mp4,2uMXfAIMeN0_output_04_7.mp4
3483613143,47100814,score_5,score_1,2uMXfAIMeN0_output_01_3.mp4,2uMXfAIMeN0_output_04_7.mp4
3483613143,45610150,score_5,score_1,2uMXfAIMeN0_output_01_3.mp4,2uMXfAIMeN0_output_04_7.mp4
3490154503,46583822,score_2,score_5,2jKheXvnT6o_output_03_2.mp4,2jKheXvnT6o_output_05_2.mp4
3490154503,46583822,score_2,score_5,2jKheXvnT6o_output_03_2.mp4,2jKheXvnT6o_output_05_2.mp4
3490154503,46583822,score_2,score_5,2jKheXvnT6o_output_03_2.mp4,2jKheXvnT6o_output_05_2.mp4
